Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Prolactin signaling pathway	48/70	1.917314e-03	2.272372e-02	0	0	2.119234e+00	1.325969e+01	SHC4;GSK3B;GALT;SHC1;SRC;PIK3R3;PIK3R2;PIK3CB;PIK3R1;TNFRSF11A;SOCS2;MAPK9;SOCS3;MAPK8;NRAS;CCND2;AKT2;AKT3;AKT1;TNFSF11;MAPK1;JAK2;CGA;SOCS6;SOCS7;SOCS5;STAT5A;STAT5B;LHCGR;MAP2K1;MAP2K2;STAT1;FOS;MAPK14;PRLR;ESR1;ESR2;MAPK12;MAPK13;MAPK10;PIK3CA;ELF5;IRF1;GRB2;KRAS;RAF1;SOS1;SOS2
KEGG_2021_Human	Sphingolipid signaling pathway	76/119	2.667447e-03	3.048511e-02	0	0	1.717830e+00	1.018095e+01	PTEN;PPP2R2A;PIK3CB;SMPD2;SPTLC1;PPP2R1B;SPTLC2;PPP2R5E;SPTLC3;AKT2;AKT3;ADORA1;BDKRB2;AKT1;FCER1A;RAC1;CTSD;MAP3K5;CERS4;MAP2K1;CERS5;MAP2K2;CERS6;PDPK1;SPHK2;PRKCE;SPHK1;PPP2R5A;PRKCA;TRAF2;GAB2;PPP2R5C;RHOA;PLCB4;PIK3CA;RAF1;TP53;NSMAF;CERS2;ASAH1;ROCK1;ROCK2;PIK3R3;PIK3R2;PIK3R1;SGMS2;PLD1;PRKCZ;GNAI1;GNA13;MAPK9;PPP2CB;SGPL1;MAPK8;NRAS;PPP2R3C;S1PR1;MAPK1;FYN;S1PR3;S1PR5;NOS3;PPP2R3B;PPP2R3A;MAPK14;MAPK12;SGPP1;MAPK13;ACER2;MAPK10;PPP2R2C;GNAQ;BCL2;BAX;KRAS;DEGS2
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	132/219	2.854020e-03	3.149263e-02	0	0	1.476231e+00	8.649276e+00	ATF2;CRTC2;CRTC3;TRRAP;BUB1B;ELK1;CDC20;ELK4;ZFP36;CDC23;CCND2;KAT5;PTTG1;CREB3L4;AKT2;CDC26;CHEK2;CREB3L1;AKT3;CDC27;CHEK1;AKT1;EP300;PRKACA;HLA-DOA;B2M;PRKACB;IL15RA;MAP2K1;MAP2K2;ANAPC7;MSX2;IL1R2;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;ADCY9;CCNE2;CCNE1;VDAC2;ANAPC4;ANAPC5;TLN2;TLN1;TP53;ANAPC2;PIK3R3;PIK3R2;PIK3R1;ANAPC10;CCNB2;STAT5A;SMAD2;EGR1;STAT5B;FDPS;CREBBP;EGR2;JUN;SMAD4;TGFB2;SMAD3;TGFB3;NFATC1;NFATC4;NFKB2;DLG1;IL6;CDC16;CDK2;ATM;CALR;TCF3;ATR;BCL2L1;NRP1;CD40;PTEN;SLC2A1;CD3G;PIK3CB;ITGAL;IKBKB;POLB;PPP3CA;PPP3CB;PPP3CC;XPO1;JAK3;HLA-DPA1;JAK1;CHUK;FOS;TGFBR1;TGFBR2;CCNA2;KAT2B;KAT2A;CREB1;ESPL1;PIK3CA;CANX;CREB5;SLC25A6;ATF6B;ADCY4;XIAP;ADCY1;ADCY6;ADCY5;MAPK9;NRAS;MAPK8;E2F1;MAPK1;E2F3;MSX1;BUB3;MAP3K3;CDKN2B;CDKN2C;MAP3K1;RANBP3;CDKN2A;NFYB;MAPK10;IL2RB;BAX;KRAS;MAD2L1
KEGG_2021_Human	SNARE interactions in vesicular transport	25/33	2.980969e-03	3.179700e-02	0	0	3.032789e+00	1.763721e+01	STX16;GOSR2;GOSR1;SNAP23;USE1;STX11;BNIP1;STX6;VTI1A;STX4;STX3;STX2;SNAP29;YKT6;VTI1B;STX8;STX7;VAMP8;VAMP7;VAMP1;SEC22B;VAMP4;VAMP5;STX1A;VAMP3
KEGG_2021_Human	Rap1 signaling pathway	126/210	4.364050e-03	4.504826e-02	0	0	1.459031e+00	7.928893e+00	CALML5;CSF1;CALML4;FGF1;FGF2;ACTB;ACTG1;IGF1R;FGF7;CDH1;AKT2;AKT3;AKT1;MAGI1;PDGFRB;PDGFRA;PRKCI;MAP2K1;MAP2K2;HGF;MAGI3;F2R;MAGI2;PRKCA;PGF;TIAM1;ADCY9;PRKD3;PRKD2;PRKD1;TLN2;PFN1;TLN1;RAF1;SKAP1;EPHA2;CSF1R;LPAR1;PDGFB;LPAR2;PDGFA;PIK3R3;LPAR3;PIK3R2;PIK3R1;EFNA5;PRKCZ;EFNA4;RAP1GAP;RAP1B;RAP1A;RRAS;PDGFD;PLCG1;DRD2;RALGDS;VASP;INSR;BRAF;IGF1;EFNA1;AFDN;EFNA3;LPAR5;GNAQ;ID1;FGF18;GNAS;CALM3;CALM1;FGFR4;FGFR3;FGFR2;LAT;FGFR1;ITGB1;FLT1;PIK3CB;SIPA1L2;ITGAL;SIPA1L3;SIPA1L1;RAC1;VAV3;RHOA;VAV2;APBB1IP;ENAH;MRAS;PLCB4;PIK3CA;RAPGEF2;EVL;RAPGEF5;RAPGEF6;CRK;RAPGEF4;RALB;RGS14;SRC;ADCY4;PARD6G;ADCY1;THBS1;ADCY6;EGFR;GNAI1;ADCY5;CDC42;NRAS;PARD6B;PARD6A;KRIT1;MAPK1;FARP2;ANGPT1;VEGFB;VEGFC;MAPK14;MAPK12;VEGFA;MAPK13;CTNNB1;KRAS;TEK;BCAR1
KEGG_2021_Human	Thyroid cancer	27/37	5.010343e-03	5.010343e-02	0	0	2.620314e+00	1.387784e+01	RET;LEF1;RXRB;NRAS;RXRA;TFG;CDH1;TPR;MAPK1;BAK1;POLK;TCF7L2;MAP2K1;TCF7L1;MAP2K2;GADD45B;TPM3;NCOA4;BRAF;DDB2;GADD45G;CCDC6;BAX;CTNNB1;KRAS;PPARG;TP53
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	64/100	5.180921e-03	5.023923e-02	0	0	1.727055e+00	9.089095e+00	SERPINE1;PIK3CB;THBD;AKT2;AKT3;PIM1;AKT1;RAC1;JAK2;EDN1;PRKCE;PRKCA;F3;TGFBR1;TGFBR2;PLCB4;COL4A2;PIK3CA;COL4A1;COL4A4;COL4A3;AGTR1;COL4A5;PIK3R3;PIK3R2;PIK3R1;PRKCZ;FOXO1;CDC42;MAPK9;MAPK8;NRAS;CCL2;MAPK1;PLCG1;SMAD2;STAT5A;EGR1;STAT5B;JUN;SMAD4;TGFB2;SMAD3;TGFB3;NOS3;STAT1;FN1;VEGFB;VEGFC;NFATC1;MAPK14;MAPK12;MAPK13;VEGFA;COL1A1;MAPK10;DIAPH1;IL6;COL1A2;BCL2;BAX;KRAS;PLCD4;PLCD1
KEGG_2021_Human	Other types of O-glycan biosynthesis	33/47	5.386695e-03	5.069830e-02	0	0	2.288000e+00	1.195211e+01	B4GALT2;GALNT12;POMT2;B4GALT3;GALNT14;B4GALT1;GALNT13;POGLUT1;GALNT16;GALNT15;GALNT18;GXYLT1;PLOD3;GALNT10;LFNG;C1GALT1C1;POFUT2;XXYLT1;ST3GAL3;GALNT7;GALNT6;GALNT5;ST6GAL1;ST6GAL2;GALNT3;GALNT2;GALNT1;C1GALT1;MFNG;EOGT;POC1B-GALNT4;C1GALT1C1L;OGT
KEGG_2021_Human	Chronic myeloid leukemia	50/76	5.805208e-03	5.307619e-02	0	0	1.867523e+00	9.615876e+00	ARAF;PIK3CB;IKBKB;MECOM;AKT2;AKT3;AKT1;POLK;MAP2K1;MAP2K2;CHUK;GAB2;TGFBR1;DDB2;TGFBR2;BCR;PIK3CA;RAF1;SOS1;CRK;SOS2;TP53;SHC4;CTBP2;HDAC1;SHC1;PIK3R3;PIK3R2;PIK3R1;NRAS;E2F1;MAPK1;E2F3;BAK1;STAT5A;STAT5B;SMAD4;TGFB2;SMAD3;GADD45B;CDKN2A;TGFB3;BRAF;PTPN11;GADD45G;MDM2;BAX;GRB2;KRAS;BCL2L1
KEGG_2021_Human	Pathogenic Escherichia coli infection	118/197	6.109716e-03	5.430858e-02	0	0	1.452461e+00	7.404465e+00	CYFIP2;WIPF1;WIPF2;WIPF3;ARPC5L;ACTB;ACTG1;PYCARD;TUBB6;BAIAP2L1;TUBB3;TNFSF10;MAP3K7;F2R;TUBA4A;CLDN5;CLDN4;CLDN3;CLDN7;EZR;NAIP;TMED10;LPAR1;LPAR2;ACTR3B;SLC9A3R1;IRAK1;MYO6;MYH14;NLRP3;NCKAP1L;FADD;MYH10;JUN;MYO5A;TNFRSF10A;OCLN;IL6;LPAR5;MYO5B;MYO5C;CYCS;TAB3;TAB2;TAB1;MYD88;NFKBIB;ITGB1;ARF1;ARPC1B;BRK1;IKBKB;TUBA1C;TUBA1B;CASP4;CASP1;RAC1;NCK1;ACTR3;ARHGEF11;ACTR2;ARHGEF12;CHUK;TUBB;TRAF2;FOS;RHOA;CLDN11;CLDN10;TUBB2B;TUBB2A;CLDN15;CTTN;MYH9;ARHGEF2;TLR5;TLR4;GAPDH;ARF6;ROCK1;TUBAL3;ROCK2;SRC;CDC42;GNA13;CYTH2;MAPK9;PAK1;TUBA3D;MAPK8;MAPK1;FYN;BAK1;PAK3;ABCF2;WASF1;PAK2;CYTH1;WASF3;SEC24A;MYO10;PTPN11;TUBB4B;BAIAP2;MAPK14;MAPK12;MAPK13;TJP1;MAPK10;MYO1D;MYO1B;FCGR2A;MYO1C;FAS;BAX;PTPN6;SEC24D;SEC24C
KEGG_2021_Human	mTOR signaling pathway	94/154	6.531813e-03	5.649136e-02	0	0	1.522768e+00	7.661151e+00	PRR5;GSK3B;WNT2B;IRS1;CAB39L;PTEN;FZD10;PIK3CB;IGF1R;IKBKB;RPS6KA3;RPS6KA6;AKT2;AKT3;RPS6KA1;GRB10;MLST8;AKT1;ATP6V1E1;ATP6V1G1;MAP2K1;ATP6V1G2;MAP2K2;CHUK;MIOS;PDPK1;STRADA;STRADB;WNT5A;TSC2;PRKCA;TSC1;WNT9A;RHOA;TTI1;SLC7A5;CLIP1;RRAGA;RRAGC;PIK3CA;RRAGD;TBC1D7;ULK2;ULK1;RAF1;EIF4E2;SOS1;SOS2;TELO2;ATP6V1B1;ATP6V1A;PRKAA1;SEH1L;CAB39;MAPKAP1;NPRL2;PIK3R3;PIK3R2;SLC3A2;PIK3R1;WDR24;WNT6;NRAS;WNT11;ATP6V1H;DVL3;MAPK1;SLC38A9;RICTOR;FNIP1;ATP6V1D;EIF4E;FNIP2;ATP6V1C1;EIF4B;ATP6V1C2;FZD1;FZD3;WNT10A;FZD2;WDR59;FZD5;FZD4;INSR;FZD6;BRAF;IGF1;RHEB;RPS6KB2;GRB2;KRAS;LPIN1;LAMTOR3;LAMTOR5
KEGG_2021_Human	Salmonella infection	146/249	7.480368e-03	6.299257e-02	0	0	1.378825e+00	6.750001e+00	CYFIP2;CSE1L;ARPC5L;FBXO22;ACTB;ACTG1;TXN2;PYCARD;TUBB6;KIF5C;TUBB3;AKT2;AKT3;TNFSF10;AKT1;KPNA4;KPNA3;MAP3K7;SKP1;KPNA1;DYNC2H1;VPS18;MAP2K1;MAP2K2;TUBA4A;MYL5;DYNC1LI2;ELMO2;PFN1;RAF1;MYL9;NAIP;LY96;KLC1;ACTR3B;MYL12A;MYL12B;KLC3;KLC2;RRAS;IRAK1;PODXL;MYO6;NLRP3;NCKAP1L;FADD;MAP2K7;S100A10;VPS16;GSDMD;JUN;M6PR;TNFRSF10A;IL6;PTPRC;BCL2;PLEKHM1;CYCS;TAB3;DYNLRB2;TAB2;TAB1;ACBD3;RAB5A;MYD88;ARF1;HSP90AB1;ARPC1B;BRK1;PIK3CB;PIK3C2A;IKBKB;TUBA1C;ACTR1A;TUBA1B;CASP4;CASP1;RAC1;ACTR3;ACTR2;HSP90AA1;ANXA2;RIPK3;CHUK;DYNLT1;EXOC7;RIPK2;TUBB;DYNLT3;RHOH;TRAF2;FOS;DYNLL2;RHOA;DNM2;TUBB2B;TUBB2A;PIK3CA;RHOJ;PIK3C3;EXOC5;RAB7B;TLR5;TLR4;GAPDH;EXOC2;ARF6;DCTN6;DYNC1I2;DCTN5;AHNAK;TUBAL3;ROCK2;DCTN4;LEF1;SNX33;STX10;CDC42;CYTH2;MAPK9;PAK1;TUBA3D;MAPK8;MAPK1;FLNB;FLNC;BAK1;PAK3;RILP;CYTH1;WASF3;DYNC1H1;TCF7L2;TCF7L1;TUBB4B;MAPK14;MAPK12;MAPK13;MAPK10;SNX18;VPS41;CTNNB1;RAB9A;BAX;PKN1;ACTR10
KEGG_2021_Human	Hepatocellular carcinoma	101/168	9.174062e-03	7.286990e-02	0	0	1.465193e+00	6.873771e+00	SMARCB1;ARAF;FZD10;ELK1;ACTB;ACTG1;IGF1R;FRAT2;AKT2;AKT3;AKT1;ARID2;MAP2K1;SMARCC1;MAP2K2;SMARCC2;HGF;WNT5A;PRKCA;RAF1;TP53;SHC4;SHC1;MGST3;MGST1;PIK3R3;GSTT1;PIK3R2;PIK3R1;WNT6;DVL3;PLCG1;FZD1;GSTM4;SMAD2;GSTM3;FZD3;GSTM2;SMAD4;TGFB2;WNT10A;FZD2;GSTM1;SMAD3;FZD5;GADD45B;PHF10;FZD4;TGFB3;FZD6;BRAF;SMARCA2;GADD45G;SMARCA4;GRB2;BCL2L1;GSTM5;NFE2L2;GSK3B;WNT2B;PTEN;PIK3CB;POLK;PBRM1;GSTO2;ACTL6A;AXIN1;GAB1;WNT9A;ARID1A;ARID1B;TGFBR1;DDB2;TGFBR2;PIK3CA;SOS1;SOS2;SMARCD2;GSTP1;LEF1;EGFR;NRAS;WNT11;E2F1;MAPK1;E2F3;BAK1;BRD7;SMARCE1;NQO1;TCF7L2;TCF7L1;CDKN2A;CSNK1A1;TXNRD2;APC;GSTA4;RPS6KB2;BAX;CTNNB1;KRAS
KEGG_2021_Human	RNA degradation	51/79	9.295154e-03	7.286990e-02	0	0	1.768626e+00	8.274095e+00	BTG3;BTG1;DIS3L;ENO2;ENO3;EDC3;EDC4;NUDT16;TTC37;CNOT6L;DIS3;PABPC5;PATL1;C1D;PABPC3;PABPC1;DCP2;DDX6;ZCCHC7;PARN;WDR61;TOB1;EXOSC7;EXOSC5;EXOSC10;EXOSC4;DCPS;EXOSC2;EXOSC1;HSPA9;PNPT1;LSM4;LSM3;LSM2;CNOT4;PAN2;LSM8;CNOT6;LSM7;PFKL;CNOT7;LSM6;PAN3;CNOT2;CNOT3;SKIV2L;PABPC1L;CNOT8;DCP1A;CNOT9;PFKP
KEGG_2021_Human	Endocytosis	147/252	9.336455e-03	7.286990e-02	0	0	1.361682e+00	6.364269e+00	VPS29;TFRC;WIPF1;ZFYVE9;WIPF2;WIPF3;ARPC5L;CBLC;IGF1R;ZFYVE27;KIF5C;SH3GLB1;PDGFRA;SH3GLB2;USP8;PRKCI;IST1;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;RNF41;ACAP3;ACAP2;ZFYVE16;RAB31;BIN1;HGS;RUFY2;RAB35;CHMP4C;CHMP4B;CHMP4A;STAMBP;STAM2;VPS28;AGAP1;NEDD4L;AGAP4;VPS26A;AGAP3;PLD1;ACTR3B;PRKCZ;SNX3;SNX4;SNX1;GRK3;RAB11FIP1;SNX2;GRK2;GRK5;GRK6;PIP5K1A;PIP5K1C;RAB11FIP2;RAB11FIP3;RAB11FIP4;SNX5;SNX6;SMAD2;SMAD3;SMURF2;IQSEC1;CAV2;CAV1;IQSEC3;HSPA2;IGF2R;EHD2;EHD3;DAB2;EHD4;CHMP2B;MDM2;FGFR4;FGFR3;RAB5A;RNF103-CHMP3;FGFR2;ARF3;ARF1;SH3KBP1;ARPC1B;CLTC;SNX12;CLTA;ARRB1;EEA1;CAPZB;CHMP1B;PIP5KL1;PSD4;CHMP1A;PSD3;CCR5;LDLRAP1;GIT1;RAB8A;PSD;ACTR3;ACTR2;ARAP2;VPS37C;VPS37D;VPS37A;EPS15L1;VPS37B;RBSN;RHOA;ARFGAP1;TGFBR1;ARFGAP2;DNM2;TGFBR2;DNM3;EPN3;AGAP9;AGAP6;DNAJC6;ARF5;ARF6;CHMP5;SRC;CXCR4;PARD6G;EGFR;CDC42;CYTH2;PARD6B;PARD6A;CXCR2;EPS15;CYTH1;ARFGEF1;ARFGEF2;HSPA1L;AP2B1;PML;RAB10;ITCH;CAPZA2;IL2RB;FOLR2;FOLR1;HSPA1B
KEGG_2021_Human	Citrate cycle (TCA cycle)	22/30	1.011701e-02	7.540618e-02	0	0	2.668064e+00	1.225585e+01	FH;PDHA1;MDH1;IDH1;IDH2;DLST;PDHB;SDHD;SDHB;CS;ACLY;PC;SUCLA2;IDH3B;SUCLG2;ACO1;SUCLG1;DLAT;ACO2;PCK1;DLD;IDH3A
KEGG_2021_Human	Hippo signaling pathway	98/163	1.013271e-02	7.540618e-02	0	0	1.465279e+00	6.728542e+00	PATJ;WWC1;SERPINE1;PPP2R2A;FZD10;FGF1;ACTB;ACTG1;PPP1CB;SOX2;PPP1CC;CCND2;PPP2R1B;CDH1;RASSF4;RASSF6;BTRC;PRKCI;WNT5A;CSNK1D;SCRIB;CSNK1E;FRMD1;AJUBA;LLGL1;LLGL2;PRKCZ;SAV1;WNT6;TP53BP2;DVL3;FZD1;SMAD2;SMAD1;WWTR1;FZD3;SMAD4;TGFB2;WNT10A;FZD2;SMAD3;FZD5;FZD4;TGFB3;FZD6;BMP7;GDF5;BMP5;BMP4;BMP2;DLG1;DLG3;DLG5;ID1;FAT4;NF2;BMPR1B;BMPR1A;TP73;GSK3B;BMPR2;WNT2B;YWHAB;LIMD1;AREG;YWHAQ;TEAD1;YWHAG;TEAD3;YWHAH;TEAD4;AXIN1;WNT9A;YWHAZ;TGFBR1;TGFBR2;LATS2;BIRC5;YAP1;LEF1;PARD6G;AFP;NKD1;NKD2;PPP2CB;PAK1;PARD6B;PARD6A;WNT11;CTNNA1;TCF7L2;TCF7L1;BMP8A;WTIP;PPP1CA;APC;PPP2R2C;CTNNB1
KEGG_2021_Human	T cell receptor signaling pathway	65/104	1.053383e-02	7.589219e-02	0	0	1.618779e+00	7.370564e+00	GSK3B;CD3G;PIK3CB;IKBKB;PPP3CA;PPP3CB;PPP3CC;AKT2;AKT3;AKT1;CTLA4;MAP3K8;MAP3K7;NCK1;VAV3;MAP2K1;MAP2K2;CHUK;PDPK1;FOS;RHOA;VAV2;ZAP70;PIK3CA;CD8A;RAF1;SOS1;SOS2;CARD11;PIK3R3;PIK3R2;BCL10;PIK3R1;RASGRP1;MALT1;CDC42;MAPK9;MAPK8;NRAS;PAK1;MAPK1;PAK6;FYN;PLCG1;ICOS;MAP2K7;PAK3;PAK2;PAK4;JUN;NFATC1;MAPK14;MAPK12;MAPK13;MAPK10;DLG1;IL5;PTPRC;GRB2;KRAS;PTPN6;CD247;NFKBIE;LAT;NFKBIB
KEGG_2021_Human	Oocyte meiosis	79/129	1.067234e-02	7.589219e-02	0	0	1.535009e+00	6.969096e+00	CALML5;YWHAB;CALML4;IGF1R;CDC20;PPP1CB;PPP1CC;RPS6KA3;PPP3CA;RPS6KA6;PPP3CB;CDC23;PPP3CC;PPP2R1B;PTTG1;YWHAQ;PPP2R5E;CDC26;SPDYE2;CDC27;RPS6KA1;FBXO5;BTRC;PRKACA;PRKACB;YWHAG;SKP1;YWHAH;MAP2K1;ANAPC7;PPP2R5A;PPP2R5C;CDC25C;SMC1A;YWHAZ;SGO1;AR;ADCY9;CCNE2;ESPL1;CCNE1;ANAPC4;ANAPC5;ANAPC2;CAMK2B;ANAPC13;CAMK2D;ITPR1;ADCY4;ITPR3;ADCY1;FBXO43;PKMYT1;ANAPC10;ADCY6;ADCY5;AURKA;CCNB2;PPP2CB;CCNB1;MAPK1;BUB1;CAMK2G;PLK1;IGF1;MAPK14;MAPK12;REC8;MAPK13;PPP1CA;CPEB1;SPDYE2B;CDC16;CDK2;CDK1;CALM3;CALM1;CPEB3;MAD2L1
KEGG_2021_Human	Regulation of actin cytoskeleton	128/218	1.099340e-02	7.647583e-02	0	0	1.382803e+00	6.237076e+00	CYFIP2;CHRM3;CHRM1;ARAF;ARPC5L;FGF1;FGF2;ACTB;ARHGAP35;ACTG1;PPP1CB;PPP1CC;FGF7;CFL2;CFL1;PIP4K2C;PDGFRB;PDGFRA;MAP2K1;MAP2K2;F2R;ACTN4;MYL5;TIAM1;SPATA13;EZR;PFN1;RAF1;MYL9;PXN;LPAR1;PDGFB;LPAR2;PDGFA;PIK3R3;PIK3R2;PIK3R1;ACTR3B;IQGAP3;MYL12A;MYL12B;SLC9A1;RRAS;PDGFD;PIP5K1A;MYH14;NCKAP1L;PIP5K1C;MYH10;RDX;FN1;BRAF;GNG12;SSH2;SSH3;PTK2;DIAPH1;DIAPH2;CXCL12;DIAPH3;LPAR5;FGF18;FGFR4;FGFR3;FGFR2;FGFR1;ITGB1;ITGB5;ITGB4;ARPC1B;BRK1;ITGAE;PIK3CB;ITGAL;TMSB4X;BDKRB2;ITGB8;RAC1;GIT1;VAV3;ACTR3;ACTR2;ARHGEF12;ITGA4;ITGA3;ITGA2;ITGA1;RRAS2;RHOA;VAV2;ENAH;MRAS;PIK3CA;ITGA7;MYH9;ARHGEF7;PPP1R12B;SOS1;CRK;DOCK1;SOS2;ARHGEF6;ITGA9;ROCK1;ROCK2;SRC;CXCR4;EGFR;FGD1;FGD3;CDC42;GNA13;NRAS;PAK1;PAK6;MAPK1;PAK3;WASF1;PAK2;PAK4;GSN;LIMK2;BAIAP2;PPP1CA;ABI2;APC;KRAS;BCAR1
KEGG_2021_Human	Hepatitis B	97/162	1.221839e-02	8.318903e-02	0	0	1.450183e+00	6.387786e+00	ATF2;ARAF;ELK1;CREB3L4;AKT2;CREB3L1;AKT3;AKT1;EP300;MAP3K7;MAP2K1;MAP2K2;PRKCA;CCNE2;CCNE1;RAF1;TP53;IFNAR1;PIK3R3;PIK3R2;PIK3R1;IRAK1;FADD;MAP2K7;STAT5A;STAT5B;CREBBP;EGR2;JUN;SMAD4;TGFB2;EGR3;SMAD3;TGFB3;BRAF;NFATC1;NFATC4;IL6;CDK2;BCL2;CYCS;GRB2;TAB2;TAB1;MYD88;DDX3X;YWHAB;PIK3CB;IFIH1;IKBKB;YWHAQ;JAK2;IKBKE;JAK3;JAK1;APAF1;ATP6AP1;CHUK;DDX58;FOS;TYK2;MMP9;YWHAZ;TGFBR1;DDB2;TGFBR2;CCNA2;CREB1;IRF3;PIK3CA;IRF7;BIRC5;SOS1;SOS2;TLR4;TLR3;CREB5;PCNA;ATF6B;SRC;MAPK9;MAPK8;NRAS;E2F1;STAT4;MAPK1;E2F3;MAP3K1;STAT1;STAT2;MAPK14;MAPK12;MAPK13;MAPK10;BAX;FAS;KRAS
KEGG_2021_Human	Insulin signaling pathway	83/137	1.313553e-02	8.757019e-02	0	0	1.493252e+00	6.469419e+00	GSK3B;CALML5;IRS1;PDE3B;ARAF;INPPL1;PRKAG1;PRKAG2;IRS2;PYGM;CALML4;PIK3CB;PYGL;ELK1;HK2;PTPRF;HK1;PPP1CB;IKBKB;LIPE;PPP1CC;AKT2;AKT3;FLOT1;AKT1;PRKACA;PRKACB;MAP2K1;PRKCI;MAP2K2;EXOC7;PDPK1;TSC2;PHKA1;TSC1;PHKA2;PRKAR1B;PIK3CA;PRKAR1A;PPP1R3E;PPP1R3D;RAF1;EIF4E2;SOS1;CRK;SOS2;RHOQ;SHC4;PRKAA1;SHC1;PIK3R3;PIK3R2;PIK3R1;ACACB;PRKCZ;FOXO1;SOCS2;SOCS3;MAPK9;MAPK8;NRAS;PRKAR2B;PHKG2;MAPK1;PCK1;PPARGC1A;EIF4E;SH2B2;PTPN1;INSR;BRAF;PHKB;SORBS1;PPP1CA;MAPK10;RHEB;FASN;RPS6KB2;TRIP10;CALM3;GRB2;KRAS;CALM1
KEGG_2021_Human	Propanoate metabolism	24/34	1.529158e-02	9.986340e-02	0	0	2.328478e+00	9.734094e+00	ACSS3;ACSS2;ECHS1;BCKDHB;ABAT;ACACB;ACAT1;LDHB;HADHA;MCEE;ALDH6A1;SUCLA2;PCCA;ACOX1;EHHADH;DBT;ECHDC1;SUCLG2;SUCLG1;MLYCD;ACSS1;ACADS;DLD;HIBCH
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	45/70	1.560456e-02	9.986916e-02	0	0	1.747315e+00	7.269168e+00	ATP6V1A;IGSF5;SRC;TCIRG1;F11R;CXCL2;EGFR;IKBKB;CDC42;MAPK9;MAPK8;PAK1;CCL5;CXCR2;ATP6V0A2;ATP6V1H;ATP6V0A4;CSK;RAC1;PLCG1;ATP6V1E1;ATP6V0E2;ATP6V1D;GIT1;ATP6V1C1;JAM2;ATP6V1C2;ATP6V0B;ATP6V1G1;JUN;ATP6V0E1;ATP6V1G2;ATP6AP1;CHUK;ADAM10;PTPN11;MAPK14;MAPK12;MAPK13;MAPK10;TJP1;ADAM17;ATP6V0C;ATP6V1B1;HBEGF
KEGG_2021_Human	Longevity regulating pathway	63/102	1.652666e-02	1.026844e-01	0	0	1.568659e+00	6.435865e+00	ATF2;IRS1;EHMT2;PRKAG1;EHMT1;PRKAG2;IRS2;PIK3CB;IGF1R;SESN3;CREB3L4;AKT2;CREB3L1;SESN1;AKT3;AKT1;PRKACA;PRKACB;ADIPOQ;TSC2;TSC1;SIRT1;ADCY9;CREB1;PIK3CA;CAT;ULK1;PPARG;EIF4E2;TP53;CRYAB;CREB5;PRKAA1;ATF6B;HDAC1;ADCY4;PIK3R3;PIK3R2;PIK3R1;ADCY1;FOXO1;ADCY6;ADCY5;CAMKK2;NRAS;ATG101;EIF4EBP2;PPARGC1A;EIF4E;ATG5;KL;HSPA1L;INSR;HSPA2;IGF1;SOD2;SOD1;RHEB;RPS6KB2;BAX;KRAS;HSPA1B;FOXA2
KEGG_2021_Human	AMPK signaling pathway	73/120	1.689689e-02	1.026844e-01	0	0	1.508529e+00	6.155740e+00	CRTC2;IRS1;CAB39L;PRKAG1;PRKAG2;IRS2;PPP2R2A;PIK3CB;ADRA1A;ELAVL1;IGF1R;LIPE;PPP2R1B;CREB3L4;PPP2R5E;AKT2;CREB3L1;HNF4A;AKT3;AKT1;MLYCD;CD36;MAP3K7;RAB8A;RAB2A;CPT1A;PDPK1;STRADA;STRADB;ADIPOQ;TSC2;PPP2R5A;TSC1;PPP2R5C;CPT1C;SIRT1;CCNA2;CREB1;PIK3CA;ULK1;PPARG;CREB5;PFKFB2;PFKFB1;PFKFB4;PRKAA1;PFKFB3;CAB39;PIK3R3;PIK3R2;PIK3R1;ACACB;FOXO1;CAMKK2;PPP2CB;PPP2R3C;PCK1;PPARGC1A;INSR;SCD5;PPP2R3B;IGF1;PPP2R3A;RAB10;PFKL;PPP2R2C;RAB14;RHEB;SCD;FASN;LEP;RPS6KB2;PFKP
KEGG_2021_Human	Non-small cell lung cancer	46/72	1.700711e-02	1.026844e-01	0	0	1.717442e+00	6.997070e+00	ALK;RET;ARAF;PIK3R3;PIK3R2;PIK3CB;PIK3R1;STK4;EGFR;RXRB;NRAS;RXRA;KIF5C;AKT2;AKT3;ERBB2;E2F1;AKT1;MAPK1;E2F3;POLK;BAK1;PLCG1;JAK3;STAT5A;STAT5B;MAP2K1;MAP2K2;GADD45B;PDPK1;CDKN2A;HGF;PRKCA;BRAF;DDB2;GADD45G;EML4;PIK3CA;RARB;BAX;GRB2;KRAS;RAF1;SOS1;SOS2;TP53
