Gene,logFC,p_value,adj_p
221042_s_at,-1.1744792638393644,0.01063541538845601,0.03460123608050432
244418_at,0.05338350305485973,0.010639420054924208,0.034610138704118984
201871_s_at,-0.2873639682098492,0.010639400975476542,0.034610138704118984
243387_at,-0.23179569902658814,0.010641384928828466,0.03461240738028105
233775_x_at,0.7687019060107483,0.010641385804817164,0.03461240738028105
229809_at,-0.24787703631787483,0.010643523786605522,0.03461729841780244
228783_at,-0.6188339612177587,0.010658293235584421,0.03466326936628305
1569714_at,-0.21439839537613237,0.010661002253794205,0.03467001382409784
58900_at,-0.5733495743207007,0.010666252343643915,0.03468502065441738
229227_at,0.492551567482467,0.010681021533035365,0.03473097850768765
225088_at,0.10322424222228577,0.010683422814138747,0.034736717131709685
229585_at,-0.6019153978772578,0.01068765349606986,0.03474840294048948
227834_at,0.2956519489575795,0.010692752608901217,0.034762910688659734
203142_s_at,-0.6285742131193413,0.010696107326781364,0.034771745892453396
215082_at,-0.4022354300062241,0.010701126442829091,0.034785990477854016
216847_at,0.03052113730768724,0.010704207924961217,0.03479393510430935
203906_at,-0.7201615325955872,0.010707985361434138,0.034804140843360754
224361_s_at,0.7280703868150478,0.01070877088090897,0.03480462132490506
210619_s_at,-0.7045820984892579,0.010709832737529375,0.034805999820270085
215329_s_at,-0.2853217100780565,0.010711513502149531,0.03480731694652413
243890_at,0.05695276655768744,0.01071091680740958,0.03480731694652413
205481_at,-0.3497496466595016,0.010719467643028007,0.03483109034284846
239242_at,0.10959323137556565,0.010720896804211334,0.034833660357009785
230943_at,-0.700832001822965,0.010722562397218855,0.03483523155696848
228472_at,0.24498270078054363,0.010722656885561671,0.03483523155696848
232521_at,0.2536956050152721,0.010724657243709378,0.034839656431427536
235122_at,0.6312480613648166,0.010730058421663078,0.03485512787739252
232407_at,0.053924103883483454,0.010736287247925545,0.0348732858242295
222734_at,-0.5734341829196845,0.01074052107135875,0.03488496188727024
235907_at,0.34498592917760185,0.010741432523557163,0.034885846218579375
220526_s_at,-0.3062282980887989,0.010748865908536945,0.034907911009284656
231898_x_at,0.0075774036153783975,0.010753499445365385,0.03492088095606577
203019_x_at,0.3086252630842772,0.010760093452634956,0.034939624649126956
1560833_at,0.04609092362499512,0.010760551690708421,0.034939624649126956
213469_at,-0.5039333536153832,0.010762394030389236,0.03494352788724653
207837_at,0.210063863967195,0.01076631326440007,0.03495417355646253
200843_s_at,0.41024968828902786,0.010770895279338855,0.0349669696318722
225613_at,-0.7861762661911769,0.010774514144483795,0.03497663757162797
47530_at,-0.3149090969027126,0.010779429066890103,0.03499051142154127
1565671_a_at,0.06995500717307168,0.010781461853342764,0.03499294757930511
242235_x_at,0.7894930512420784,0.010780834100091159,0.03499294757930511
239453_at,0.09045206215384649,0.010785070300999783,0.03500257786515235
203732_at,-0.6159111847466061,0.010796238807080675,0.035036741458654784
234282_at,0.4816987974106346,0.01079823208686964,0.03504112664660551
1557112_a_at,-0.42994001418778094,0.010803555465690068,0.03505631710831737
200693_at,0.32974843944457,0.010811826449276243,0.035078984411785044
226105_at,-0.37304399943495437,0.010811420444962572,0.035078984411785044
220765_s_at,-0.310474744501696,0.010815880919602273,0.03509005318379435
230592_at,-0.28534263024378115,0.010817169969050562,0.03509214929510286
225644_at,0.5681287671182131,0.01082086728522081,0.0351009597755418
1554954_at,0.009675337557686348,0.01082117204755064,0.0351009597755418
213686_at,-0.6183116738591634,0.010826929109893062,0.035117547030894
219769_at,0.05666223873699261,0.010845623051523218,0.035176091070185746
235428_at,-0.8668207926165161,0.010847484867599377,0.03518003901531323
1557120_at,-0.14514343166233434,0.010850561360383298,0.03518792563804873
236838_at,0.22510677825338954,0.010866880072177022,0.035238752745490445
219015_s_at,-0.35049839819117423,0.010874315639552079,0.03526076956339787
213022_s_at,-0.36026205365611164,0.01088097493481671,0.03528026679542335
205071_x_at,-0.6395289643546378,0.010886114698337052,0.03529483510280017
1565754_x_at,0.08942915762556636,0.01088760822289257,0.035297580587897455
230267_at,0.15532289080486494,0.01090496147894095,0.03535173987640284
209757_s_at,0.4001868815356353,0.010910090525795474,0.03536626660375312
1564763_at,0.034978601653841146,0.010915586485336701,0.03538198092310202
212731_at,-1.198138453396493,0.010923761717623898,0.035406377503782574
226239_at,0.5087171157075767,0.010928173065836834,0.03541696301321274
207603_at,0.032840642665719955,0.010928325438456472,0.03541696301321274
203325_s_at,0.970101744193439,0.01093110845659967,0.03542387890112536
1557542_at,-0.2277454496431055,0.010934194882300474,0.03542967362153156
203303_at,-0.39310656274095024,0.01093365956582316,0.03542967362153156
202098_s_at,0.6331698178201357,0.010937542167296864,0.03543841578800211
211253_x_at,0.048916339582008916,0.010942479892977917,0.03545230975180112
232278_s_at,0.35895159691911704,0.01094479053660137,0.035457691143655615
244486_at,0.31698139117760205,0.010946482011659379,0.03546106610365368
217868_s_at,-0.3305863886510192,0.0109491481311794,0.03546759783082915
220745_at,0.024549680644225802,0.010955366183590306,0.03548563388333384
218212_s_at,-0.8050513066872158,0.010960715330909516,0.035500853483218235
205369_x_at,-0.2539860734739876,0.010961461113933401,0.035501162244088
205996_s_at,-0.6824821474270331,0.010969512963292757,0.035525131906696455
239744_at,0.42997158476357455,0.010976017714083594,0.0355440886921187
232185_at,-0.43277033589762626,0.010976849174814857,0.03554467227008129
215812_s_at,0.31436941178450706,0.010978321114346193,0.035545924269921716
224364_s_at,-0.5357237501889163,0.010978538364903541,0.035545924269921716
214322_at,0.029933234586533075,0.010983525710131926,0.03555996261319792
219136_s_at,0.35381129375395837,0.010985741517052863,0.03556502676666636
1566507_a_at,0.35302767993325546,0.010987057348019802,0.03556717692749542
226885_at,-0.6097737342358593,0.010990401159013681,0.03557589139777046
1553592_x_at,0.031155119871036252,0.010993970032276418,0.035585333317021385
218618_s_at,-0.8220913125723985,0.010995440978672267,0.0355879839396877
223576_at,-0.5386361588659501,0.01099711191435007,0.03559128149746872
208808_s_at,0.6615872008783938,0.010997942533329372,0.035591859207031354
233881_s_at,-0.3290402913981909,0.010998948754323412,0.03559270705904446
206771_at,0.1544760016029354,0.010999508784787242,0.03559270705904446
209668_x_at,-0.4250542281866503,0.011001669612114441,0.03559758867438902
225775_at,0.46485094669740334,0.011014898387679134,0.03563616710735859
238710_at,0.1663735876623309,0.011014855529598659,0.03563616710735859
225215_s_at,-0.4574046799977367,0.011017536794506866,0.03564259028554266
233253_at,0.04076899320927163,0.01102119729923902,0.035652319072733904
238631_at,0.40582415262895966,0.011027670916026015,0.03567114626478894
214807_at,0.6464519117466079,0.011038795038632098,0.03570501329936596
211075_s_at,0.6343500273704707,0.011040305548393907,0.035707782905232056
244401_at,-0.4638035968195693,0.011042982618193507,0.03571432497738702
1559500_at,0.20216468219061223,0.011047418530252758,0.0357265542432106
215600_x_at,0.8270490081391397,0.011056236328827955,0.03575295192505635
214545_s_at,-0.6018077119841632,0.011057670696367285,0.03575547182516915
201771_at,0.7293519388274854,0.01106050707676545,0.035762524629311704
210570_x_at,-0.3728542700475108,0.011061460779848035,0.03576348959796967
225340_s_at,0.4075678692805429,0.011063123085306156,0.03576674534254974
226980_at,0.6519724529649316,0.011068938434032484,0.03578130720155526
212885_at,0.37828687987726095,0.011068914927333988,0.03578130720155526
205224_at,0.14417968714649465,0.011075527586853495,0.03580048683226988
218961_s_at,0.7904215974547553,0.011082006460991847,0.0358193077481034
210621_s_at,-0.9434831116470583,0.01108593799940788,0.035829893413257694
206978_at,0.5658902321204757,0.011089286261739998,0.0358385927806435
204270_at,-0.667285890604072,0.011096389076636747,0.03585781408535909
233093_s_at,0.32014806316402833,0.011096547754662326,0.03585781408535909
227525_at,-0.8654901299010209,0.011100656171763491,0.03586896650279318
206153_at,0.042426936229069234,0.011104004673260703,0.03587631010977735
219972_s_at,0.5473069025492041,0.011104243512788228,0.03587631010977735
203759_at,0.22868016263009316,0.01110560884285234,0.035878597433055395
225265_at,-0.6244356804128994,0.011115960750746438,0.03590991546700147
218223_s_at,0.6288802991340505,0.01111908206749524,0.03591787287889575
205446_s_at,-0.5085468386566725,0.011122700087733004,0.03592743375086581
233849_s_at,-1.1215049905265841,0.01112597593989519,0.035935888319537194
213227_at,-1.4711668308393673,0.011134084404678028,0.03595994986229493
234927_s_at,0.040289399298072404,0.011137431886757058,0.03596863283711914
1569666_s_at,0.3234758796068995,0.011140588470233501,0.03597669830879086
215115_x_at,-0.6207733905520332,0.011148985764712077,0.03600168583908534
202265_at,0.32721977156957216,0.011152723212254518,0.03601162398400517
220720_x_at,0.9159390452126681,0.01115768246024598,0.0360255058564698
207545_s_at,-0.39397890400225943,0.011164237108345057,0.03604453694979976
1557682_a_at,-0.38124988610068167,0.01116684720421154,0.03605083127639073
205682_x_at,-0.4983351861357481,0.011169907153656577,0.0360585770710015
214756_x_at,0.3756278962319026,0.011171264877089217,0.0360608271662321
216187_x_at,0.7184551123342757,0.011193870326383436,0.036131660567962715
221525_at,0.4138304961261312,0.011196818424413951,0.036139039194919516
210875_s_at,-0.27229277438066024,0.01119774811196142,0.036139902678891986
202773_s_at,0.7488760365757905,0.011198995081477457,0.036140165599624595
226740_x_at,0.3613007099061125,0.011199153901435548,0.036140165599624595
242669_at,0.5493269044168558,0.011200541736015101,0.03614250723719807
208639_x_at,0.6995391755769234,0.01120854267286603,0.03616618684849868
41469_at,0.38593852654524374,0.01121577547779622,0.036186488115915835
227072_at,0.34391588696719566,0.011216160418053614,0.036186488115915835
212905_at,-0.44469979960576644,0.01122171023128655,0.03620225338180569
209609_s_at,0.4219510071934405,0.011224804685116857,0.036210096040486604
227447_at,-0.5461622049558841,0.011241584140131492,0.036258548145811066
232423_at,0.5694846083778273,0.01124143121874578,0.036258548145811066
1564630_at,0.10967911807974629,0.011241817397229978,0.036258548145811066
222663_at,-0.5580798983585966,0.011246545233053075,0.0362695102974949
1556972_at,0.038760350493774354,0.011245901833038086,0.0362695102974949
208962_s_at,-0.9227733761368757,0.011247826277357617,0.03627149839833982
218911_at,0.4943052642754502,0.01125309690510995,0.03628635093843767
243693_at,0.04196686745700884,0.011259957175447761,0.03630632732786456
211395_x_at,-0.7165730644440056,0.011264094978881745,0.036317523620769544
210547_x_at,0.6179465027975084,0.011275651392364004,0.03635263614766584
238055_at,0.6672880156538472,0.01128074487747732,0.036366909312925855
218676_s_at,-0.5755865017358612,0.011284634365326346,0.03637729957032347
200609_s_at,0.3198688324734178,0.011285393889756985,0.03637759940403062
229671_s_at,0.2844847945033959,0.011287980148352722,0.036383787191693336
220460_at,-0.2207720332647103,0.01128914688233038,0.036385399060511976
1556436_at,0.1432479021849522,0.011293373370068608,0.03639681206724919
215073_s_at,0.7120921660016952,0.011294021678135039,0.03639681206724919
237753_at,0.7675027847188911,0.011297679138204323,0.036406449175417945
221675_s_at,-0.9789375040746542,0.01130649489644727,0.036432706633203187
209307_at,-0.9739654395803159,0.011313094950783562,0.036451821791062995
226084_at,-1.289838359865385,0.011326461965500158,0.03649273716735733
202044_at,0.2274265611453643,0.011328675676839164,0.03649771499711969
214027_x_at,-0.534921858631221,0.011330313844814748,0.03650083811451683
243673_at,0.24506655632352858,0.01133759356524713,0.03652213416736252
225109_at,0.01129201110067335,0.01135143207724505,0.03656455449385963
1556885_at,0.023128056276578324,0.011359504441668547,0.03658839733973606
230108_at,0.38854930699887014,0.011364820326866492,0.03660335941343362
37549_g_at,-0.6453251601097278,0.011367707594751473,0.03660833802300806
225835_at,0.9972997392109715,0.011367077107847184,0.03660833802300806
227076_at,0.27295527392534114,0.01136931428689353,0.03660919200379717
201787_at,-1.0381813265322375,0.011369019839904088,0.03660919200379717
221149_at,0.09363151078732646,0.011376553643645867,0.036630341650436424
214083_at,-0.611805891054864,0.011383000549946539,0.03664893741243111
233193_x_at,0.4516553959462657,0.011389333628385376,0.0366671645197691
214999_s_at,0.1983286543840519,0.011390722753561245,0.03666947370335138
219807_x_at,0.3000780478846172,0.011394555751844298,0.03667964956531465
228622_s_at,0.519919598440044,0.011403041596713053,0.03670480109147215
203182_s_at,0.5759523653257927,0.011407677757397502,0.036717558785221344
224433_s_at,0.17519268110180874,0.011410419644437874,0.03672421829070496
1553865_a_at,0.2625110202466021,0.011413310791092953,0.0367313573717237
206548_at,0.7579787817907242,0.01141596025467269,0.03673771785022292
244345_at,0.09010835034558529,0.0114167667229135,0.0367381469824831
232091_s_at,0.10693838183088422,0.011419447856204787,0.03674460821505725
50374_at,0.7316986665169676,0.011435780424768933,0.03679499261943427
211948_x_at,0.7596237901956986,0.011437889334630448,0.036799608700471304
235189_at,0.05816878495248545,0.011440459010045612,0.03680570659058529
222924_at,-0.5531373540526014,0.011442788504417161,0.03681103110825087
223062_s_at,-0.7705252026600675,0.011443529291012191,0.03681124448483258
223639_s_at,0.4195559952290715,0.01144503647480632,0.03681392301735349
235690_at,0.13880338895927657,0.011451843137462185,0.03683147593397458
222838_at,0.7054304554134618,0.011451631590288683,0.03683147593397458
221014_s_at,-0.7895643528840486,0.011455638374779108,0.036841511216608856
227688_at,-0.5063014240011334,0.011456766143378828,0.03684296720124163
210147_at,0.3868117185412845,0.011460266421497698,0.0368520521427516
241223_x_at,0.7517238491985339,0.011466637775739188,0.036870367807356495
224894_at,-1.4013462689281653,0.011467537605970657,0.03687108895412504
223452_s_at,0.5092238829202476,0.011468398504856777,0.0368716848489973
243480_at,0.46713191713008895,0.011479816032001622,0.03690621895568219
225036_at,-0.3307827213229597,0.011486501196658916,0.03692336114096514
201701_s_at,-1.1452726070260209,0.01148597971378424,0.03692336114096514
207723_s_at,0.11400845896153466,0.011490504746979966,0.03693405527593755
235214_at,-0.5331971570740941,0.011495949500594366,0.03694938035409811
1555942_a_at,0.23698711970361952,0.011502958916856135,0.03696973234737316
227291_s_at,-0.41010275067251456,0.011503648897126266,0.03696977289973823
217117_x_at,0.1247425734128953,0.01150798500272782,0.03698153046772737
232530_at,0.3671057472403847,0.01151023065707113,0.0369865692689011
37966_at,-0.6083051353868791,0.011511930411020095,0.036989853402982796
225167_at,-0.7456320048297513,0.011515323056388834,0.03699857638751081
1552691_at,0.18985491816459277,0.0115215276994943,0.03701633272372848
244382_at,0.3187636659960389,0.011527255091901433,0.03703255375012586
205114_s_at,-1.187367110954753,0.011528669542295021,0.037034917889871684
236482_at,0.029109917169678035,0.011531132616668369,0.037040650172746915
225396_at,0.3872216158744335,0.01153729788118414,0.03705827336729926
219905_at,-0.5162242557799801,0.011541034891974307,0.03706809529624349
209579_s_at,0.7330119327081484,0.011545101578893113,0.03707897487786319
212944_at,-1.1233744117290696,0.011546838455262772,0.03708237105323841
233707_at,0.029324706048071914,0.011553546454474014,0.03710173052122483
223025_s_at,-0.38535094947567705,0.011555617657864534,0.03710589688465061
232601_at,0.822227736062219,0.011556203580961377,0.03710589688465061
1569973_at,0.22220492578845974,0.011573186382176791,0.03715824104669846
1556127_at,0.046391508793550695,0.011590346470089693,0.0372111482347662
244768_at,0.01593742996153269,0.011597032138252169,0.03723042274417182
233652_at,0.03167803352997467,0.011599660218429134,0.03723666951309515
221013_s_at,0.4852411029021493,0.011612098865342788,0.037274407102955015
201617_x_at,-0.8814664800791849,0.011615609054520163,0.03728128941997389
1553275_s_at,0.297239337562218,0.011615595203925732,0.03728128941997389
217797_at,0.33571310792986253,0.0116168062364953,0.03728293940854269
1559739_at,0.7666594240599531,0.011618369734376138,0.03728576478700037
238497_at,0.2950683981391382,0.011626841367075431,0.03731075817107302
233850_s_at,0.23133253164027412,0.01162861533519152,0.03731425694511247
220029_at,0.041997055644226844,0.011629974226482861,0.03731642347485056
1559050_at,0.13104801944965905,0.01163721899925426,0.03733747432604187
233109_at,0.3934299115395903,0.011640799766581153,0.03734676760288225
1554530_at,0.280291912394226,0.011641932270001688,0.03734820557011827
1569150_x_at,0.059516945251698594,0.011646259948318376,0.037359893130320246
233530_at,0.0940237106838211,0.011651224782427028,0.03737142673954424
243104_at,-0.5006442637494364,0.011650763440797816,0.03737142673954424
210082_at,0.07981102170191878,0.011653244732614452,0.037375709247303525
216192_at,0.05299346285406914,0.011654701459036344,0.037378184917895435
230729_at,-0.9209948648009032,0.011675978182530751,0.03744202192857496
1554264_at,0.037227783571828876,0.011675533180977499,0.03744202192857496
221595_at,-0.6984011267963797,0.01168471909205519,0.037467850497930805
216537_s_at,0.04424186325961843,0.011689329971897006,0.0374804335880723
221244_s_at,0.03079562652375456,0.01169165950954603,0.03748570077962244
212006_at,0.39762899446266786,0.01169374699084054,0.03749019131890777
236992_at,-0.3572138888325802,0.011701407922295874,0.03751117545275859
207423_s_at,0.02496840399999467,0.011701666817982516,0.03751117545275859
1553703_at,0.5960638881300842,0.011705806284651617,0.03752224121747816
204121_at,0.735505909680997,0.011706826307777396,0.03752330708551694
244362_at,0.3124935807064477,0.011712523619414786,0.03753936382782545
219347_at,-0.6792992663031674,0.011717388160935446,0.037552749761344435
220216_at,0.1575085870526043,0.011718311418975686,0.037553503548603956
239798_at,0.09855962252262485,0.011720138364966283,0.03755715311305159
1552370_at,-0.4461573251464914,0.011724893111317474,0.0375701838268418
202750_s_at,0.3457543768557674,0.011727435865323812,0.03757612551916804
1552295_a_at,0.10458937243891508,0.011728380361703213,0.037576767793320386
207769_s_at,0.690919332076926,0.01172901328582433,0.037576767793320386
213578_at,-0.8009405118987569,0.011730587246202327,0.03757960446736378
1552667_a_at,-0.2744425513976272,0.011732863988723216,0.037581650168207685
223181_at,-0.8238659351645916,0.011733291538252056,0.037581650168207685
1565797_at,0.02137960218268775,0.011732993429751828,0.037581650168207685
236935_at,-0.471705013763005,0.011740540441108704,0.03760266162404037
242247_at,0.27377703249264584,0.011744910885582365,0.037612244981763764
224818_at,-1.078034198141407,0.011744716180985852,0.037612244981763764
219727_at,0.08003434445587843,0.011745854280887313,0.037613059187781545
204499_at,-0.3058038382562227,0.011750363680763586,0.03762529183528283
222868_s_at,0.34935385647397954,0.011756243836407223,0.03764191202318842
202514_at,-0.5920476468314471,0.011760011852474972,0.03765176787095861
215128_at,-0.6197604179066749,0.01176314006757543,0.037659574246140276
32042_at,-0.29985004137612936,0.011767377406530966,0.03767093034612315
220456_at,0.5680522714089324,0.011770085895949389,0.03767739109179013
222347_at,-0.6323123866702476,0.0117756331923873,0.03769293789263424
237198_at,0.4120847711447948,0.011780701580286726,0.03770695000882414
208056_s_at,0.2641383854428714,0.01178654369268712,0.03772343682655077
208308_s_at,-0.9944678352392522,0.011791394059413577,0.03773660424890138
232593_at,0.45488859011538274,0.011792040628538688,0.03773660424890138
223205_s_at,0.3428860606108568,0.011802662789661269,0.03776616828263601
218578_at,-0.3926516266651543,0.011802365852640566,0.03776616828263601
1554717_a_at,0.10395255664196634,0.011820579828709156,0.037821281889501526
243136_at,0.08869217975622234,0.011821914731238394,0.037823335724031903
227535_at,-0.41619136943552393,0.011830202800555977,0.03784763415307999
232100_at,-0.1463006871023791,0.011831749202099432,0.03784925547272811
37652_at,0.3573291680435542,0.011832096536684203,0.03784925547272811
217760_at,-0.3831163036216081,0.011842708584630454,0.03788098176408284
242533_at,0.04247494339253688,0.01184768967597369,0.03789469378955509
177_at,-0.3992827156006782,0.011848714971799169,0.03789575238475398
239762_at,-0.46340857571719596,0.011859861812966324,0.03792918070373192
213316_at,-0.6302358515791839,0.01186121046104838,0.037931271210731796
204602_at,0.6867622234304256,0.011862551251617174,0.037933336346497176
242436_at,0.07234605070757905,0.011872117741529253,0.03796170333440302
211466_at,0.8465268111436677,0.011876790434225019,0.03797441974865655
237231_at,-0.44773884477432535,0.011885439006549165,0.03799984626199092
243543_at,0.4171478721527131,0.011887610032679977,0.03800456115122074
223289_s_at,-0.3220413238382376,0.01189017586572941,0.03801053760766388
1557321_a_at,0.05455423241854884,0.011900824989422071,0.03804154577359508
225359_at,-0.532544935853509,0.011901269610731893,0.03804154577359508
240173_at,0.2771510983478489,0.011919032423769193,0.03809609221462279
43511_s_at,-0.8516233939507929,0.011920273256480107,0.03809782713974514
1558579_at,-1.2397563917285108,0.011929240946796912,0.03812425586340489
227497_at,-0.717815598169683,0.011937737508279303,0.03814917591570795
228482_at,0.3911297560831457,0.011940580534868824,0.03815602722556238
216231_s_at,-0.612099232287898,0.01194377018831896,0.03816175114789021
242527_at,0.06268234672171413,0.011943726812031328,0.03816175114789021
203858_s_at,-0.5415829657205897,0.011949894232919391,0.0381790831433886
205860_x_at,0.2671112707121046,0.011964234497787569,0.03822266182713344
1552362_a_at,0.5489874544864275,0.01196840959815333,0.03823376221583907
235687_at,0.6651378481691168,0.011970933807652398,0.03823958774949433
212190_at,0.9997354605124462,0.011981522564653856,0.038271172239494514
235564_at,-0.40248955448529466,0.011988199754236806,0.03829025950295474
200072_s_at,0.455123187076353,0.011990354547405662,0.03829490086271014
242842_at,-0.3864937656877818,0.011991181852354545,0.0382953021837132
230320_at,-0.41603013820588153,0.011993720281365729,0.0383011678214651
224901_at,0.4850496211493249,0.011996182370575344,0.03830678900091457
201514_s_at,0.28749537025565886,0.012001352864025271,0.03832105762391829
1561139_at,0.21998798058823565,0.012004354817549164,0.038328400701241126
237837_at,0.11764626900791342,0.012006941433710835,0.03833441687689405
218370_s_at,0.3674980855820147,0.012012859027907066,0.03835106650000818
220783_at,-0.5126164936255702,0.012014563668814706,0.038354265103833295
241364_at,0.5436899397760175,0.012018516235888786,0.03836015190868854
1557067_s_at,0.7569374687845061,0.012017950787226006,0.03836015190868854
202125_s_at,-0.6759885900656117,0.012017672537771092,0.03836015190868854
1561938_at,0.08081696235689684,0.012019918974814246,0.038362385692438265
217879_at,-0.6402626856990938,0.012026491501598567,0.03838111797835038
243563_at,0.12036603412669722,0.012029311053730347,0.038387871601563976
201628_s_at,-0.5073061214700232,0.012036447403537485,0.03840615392210888
202690_s_at,0.4728386324174201,0.012036397371868901,0.03840615392210888
1565833_at,0.16851467706222012,0.012037664385784644,0.038407791681967736
236280_at,0.8217107785910645,0.012044850929983211,0.038428474829458915
223148_at,-0.4855606690893648,0.01204881198640459,0.03843661870395558
217256_x_at,-0.20907728568269235,0.012048295095832863,0.03843661870395558
218163_at,-0.49577478297341493,0.012052453343074181,0.03844598778560174
1557194_a_at,-0.21676364731052278,0.012053255028715808,0.038446298066289526
37996_s_at,0.1384913602200224,0.012061176577879843,0.038469317230253854
1556203_a_at,0.3210463724473951,0.012062830261902172,0.03847017723660478
238529_at,0.11112946812386504,0.012062855919442537,0.03847017723660478
223846_at,-0.5051143663314468,0.012076329671131435,0.03851008435370364
1565701_at,0.21143634911595122,0.012076780516279,0.03851008435370364
209469_at,-0.7613541861809967,0.012084963697753331,0.03853392730383123
235569_at,0.31619648602714445,0.012086196650560096,0.03853560737182612
208717_at,-0.6104611081397078,0.01210602388002873,0.038596569738190784
222171_s_at,-0.6321298179966095,0.012108837036030549,0.03860328367929389
1568768_s_at,-0.37203549231674415,0.012110461621610653,0.03860620786437053
206007_at,-1.059393637471723,0.012119867575495305,0.038631679752552606
218596_at,-0.5847730967511335,0.012119661506318834,0.038631679752552606
229943_at,0.6218732335848438,0.012121432885209912,0.03863441283823124
212774_at,0.46307151477432207,0.012125280463161076,0.0386444194101529
219853_at,0.027462055884610592,0.01212865821629805,0.038652927524660236
232060_at,-0.7630592174095021,0.012130752572233554,0.038657344814616405
228905_at,-0.679017897041291,0.012142663968656294,0.03869304394823049
225858_s_at,0.6572645589705886,0.012150318851896637,0.038714740155755226
207461_at,0.03911904861990756,0.012151010668693608,0.038714740155755226
225015_s_at,-0.29521561982296785,0.012151831872829307,0.038714740155755226
210359_at,0.032694536544112474,0.012152310015727634,0.038714740155755226
218921_at,0.6926536008195683,0.012155754177025939,0.038723452239998755
213667_at,0.1837845342912905,0.012161291608872363,0.038737733137308994
229449_at,-0.7214483574157247,0.012161656631814245,0.038737733137308994
229072_at,-1.0104981605656098,0.012181049281673422,0.03879723907238875
228789_at,-0.5159758976538451,0.012182474773140887,0.03879725117535631
205430_at,-0.2923684456187825,0.012182110689155706,0.03879725117535631
1559166_at,-0.22440431357862378,0.012183694276078618,0.038798870989794905
1552641_s_at,0.2040727430904985,0.012192266226681512,0.03882390305636233
222801_s_at,-0.5547584607635736,0.012207790869893554,0.038871070409423045
1556510_at,0.029549655451918344,0.012216765533927094,0.03889737755665657
239463_at,0.1793318718800907,0.012221719763041318,0.038910881581230364
213709_at,0.1375104324174199,0.012225231829065757,0.038919792813729585
1552729_at,0.2969416417630075,0.012234422677251756,0.03894678071167825
240410_at,0.2608659357205898,0.012240500364782239,0.03896385567534409
211008_s_at,0.026070011048076935,0.012244419871963634,0.038971786341958435
229844_at,-0.3811436282692302,0.01224438684927156,0.038971786341958435
202147_s_at,-0.7840514005842794,0.012249269883312331,0.03898494961579706
224432_at,0.5626460356561083,0.012257586429448873,0.03900914342465831
219058_x_at,-0.43369224603959555,0.012258693774371093,0.03901039283490175
215677_s_at,0.03223138806731196,0.012273231686426175,0.039054379210206054
216527_at,1.205667305743778,0.012279279067039668,0.03907134449950201
223908_at,-0.6001044323076936,0.012280933499326224,0.0390743307368384
230114_at,0.050729635878388635,0.012285145415312056,0.03908317507707605
243028_x_at,0.05147915492703259,0.012284869105932275,0.03908317507707605
214147_at,0.08826726811990637,0.012287336124088211,0.03908786607895381
205156_s_at,0.07054517103676572,0.012290344017067313,0.03909515596849964
242657_at,0.39463005595022427,0.01229111766319223,0.039095338361173064
229277_at,-0.46934386357523117,0.012291876578429978,0.039095473879611285
1563016_at,0.14395358500169309,0.012313706032831277,0.03916262231605956
222951_s_at,0.11913668178110903,0.012315418497182318,0.03916578639772251
219325_s_at,-0.26532934845984046,0.012318581800101864,0.0391735638331154
244872_at,0.4366777615531685,0.012319644112062381,0.03917465951947406
201632_at,-0.4542701005463803,0.012324961487986216,0.039189284768587226
207866_at,0.019653892825221675,0.012327601578792763,0.03919539593201271
217283_at,0.013499582028841495,0.01233703827518375,0.03921886148108757
215690_x_at,0.6036278813806559,0.012336829595943061,0.03921886148108757
226186_at,-0.7311972555260193,0.012337137594473928,0.03921886148108757
215311_at,-0.9892504248020364,0.012343633532715611,0.039237226242404506
206230_at,0.1347070398959227,0.012345074579152689,0.03923952160360926
226264_at,-0.5635889608823526,0.012351585757902288,0.03925793146287846
1563030_at,0.32828432097455007,0.012358256207724062,0.03927684537130213
223010_s_at,-0.7035213986702518,0.012368371850527792,0.039306419251865
228359_at,0.1931133522890227,0.01236900182580812,0.039306419251865
225736_at,0.40689156578619734,0.012376327713813496,0.039327409774815254
203789_s_at,-1.4105690285214951,0.012377280346657589,0.03932814717588779
201723_s_at,0.5200620171781667,0.012379928950813072,0.039334273035651804
243587_x_at,0.14012502755712575,0.012389558105353105,0.039362575925960014
214186_s_at,0.3981151794298654,0.012392773226314092,0.039365916070247746
212222_at,0.6417621165673024,0.012392434548755995,0.039365916070247746
235488_at,-0.8144176751210441,0.01239139381431434,0.039365916070247746
240990_at,0.22561610083653916,0.012403763052006208,0.03939853248067548
231279_at,0.031518989209835535,0.012413263142836979,0.03942641347025718
227649_s_at,-0.3020252711843914,0.012414530690721133,0.03942814492690536
1558045_a_at,0.030830015624996765,0.012417335363348303,0.03943475775609141
243127_x_at,0.3330969798240955,0.012421597647409056,0.039445998603475814
220432_s_at,-0.7281470517013573,0.012430209445258649,0.0394710496458443
1561427_at,0.009995277096148225,0.012442472945339157,0.03950769276186316
240261_at,0.2077014199208147,0.012458129644345681,0.03955510516921134
225502_at,-0.67167598536256,0.012461538620411935,0.03956362726795783
207499_x_at,0.3047472902709254,0.01246314051453174,0.039566411478747544
225526_at,-0.7055150262839343,0.012468454684512869,0.03958097994684045
224659_at,0.4571746449140246,0.012475194605979742,0.03960007249039016
204680_s_at,0.15107947198811988,0.01248986102111904,0.03964201701975204
1568807_a_at,-0.6754735360458151,0.012489539564793388,0.03964201701975204
